LOCATION,Country,TYPE_VAR,Type of indicator,VARIABLE,Indicator,WB,Current/Future Well-being,SEX,Sex,AGE,Age,EDUCATION,Education,TIME,Time,Value,Flag Codes,Flags
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,50.36987662,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,10.29069722,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,10.29069722,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,90.3,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,89.3,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,93.48329306,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,39.67339694,,
COL,Colombia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,39.67339694,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,47.38584757,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,47.38584757,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2004,2004,57.3,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2005,2005,60.5,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2006,2006,61.8,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2007,2007,61,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2008,2008,65,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2009,2009,61.8,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,63.9,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,63.1,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,61.9,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,62.1,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,62.7,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,62,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,62.9,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,63.9,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,62,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,65.4,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,67.4,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,92.49524474,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,68.72726679,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,8.885976672,,
EST,Estonia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,8.885976672,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2004,2004,82.6,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2005,2005,83.3,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2006,2006,85.7,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2007,2007,84.8,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2008,2008,85,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2009,2009,84,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,85.3,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,85.4,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,88,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,84.9,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,89.9,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,87.9,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,88,D,Difference in methodology
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,77.5,B,Break
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,77.6,B,Break
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,78,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,78.3,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,91.563797,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),8_2,Voter turnout ,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,91.74311829,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,75.3737092,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,15.10420889,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,15.10420889,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,15.10420889,,
ISR,Israel,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,15.10420889,,
